"CC0 1.0","http://creativecommons.org/publicdomain/zero/1.0/"
"CC BY 3.0","http://creativecommons.org/licenses/by/3.0/"
"CC BY-SA 3.0","http://creativecommons.org/licenses/by-sa/3.0/"
"CC Sampling Plus 1.0","https://creativecommons.org/licenses/sampling+/1.0/"
