"sound/movers/switches/button1.flac","CC Sampling Plus 1.0","TicTacShutUp"
"sound/null.wav","CC BY-SA 3.0","Tim “Timbo” Angus"
"sound/player/alienevolve.flac","CC Sampling Plus 1.0","harri","Zach “Kiwi” Lawrence"
"sound/player/builder/death1.flac","CC BY-SA 3.0","Zach Naimon"
"sound/player/builder/death2.flac"
"sound/player/builder/death3.flac"
"sound/player/builder/jump1.flac","CC BY-SA 3.0","Bradley Torrison","Zach “Kiwi” Lawrence"
"sound/player/builder/pain100_1.flac","CC BY-SA 3.0","Zach Naimon","Bas"
"sound/player/builder/pain25_1.flac","CC BY-SA 3.0","Zach Naimon","Bas"
"sound/player/builder/pain50_1.flac","CC BY-SA 3.0","Zach Naimon","Bas"
"sound/player/builder/pain75_1.flac","CC BY-SA 3.0","Zach Naimon","Bas"
"sound/player/builder/taunt.flac","CC BY-SA 3.0","Zach Naimon"
"sound/player/footsteps/clank1.flac","CC BY-SA 3.0","Bradley Torrison"
"sound/player/footsteps/clank2.flac","CC BY-SA 3.0","Bradley Torrison"
"sound/player/footsteps/clank3.flac","CC BY-SA 3.0","Bradley Torrison"
"sound/player/footsteps/clank4.flac","CC BY-SA 3.0","Bradley Torrison"
"sound/player/footsteps/flesh1.flac"
"sound/player/footsteps/flesh2.flac"
"sound/player/footsteps/flesh3.flac"
"sound/player/footsteps/flesh4.flac"
"sound/player/footsteps/splash1.flac","CC Sampling Plus 1.0","junggle"
"sound/player/footsteps/splash2.flac","CC Sampling Plus 1.0","junggle"
"sound/player/footsteps/splash3.flac","CC Sampling Plus 1.0","junggle"
"sound/player/footsteps/splash4.flac","CC Sampling Plus 1.0","junggle"
"sound/player/footsteps/step1.flac","CC BY-SA 3.0","Bradley Torrison"
"sound/player/footsteps/step2.flac","CC BY-SA 3.0","Bradley Torrison"
"sound/player/footsteps/step3.flac","CC BY-SA 3.0","Bradley Torrison"
"sound/player/footsteps/step4.flac","CC BY-SA 3.0","Bradley Torrison"
"sound/player/human_light/clank1.flac"
"sound/player/human_light/clank2.flac"
"sound/player/human_light/clank3.flac"
"sound/player/human_light/clank4.flac"
"sound/player/human_light/death1.flac","CC Sampling Plus 1.0","bennychico11","Bas"
"sound/player/human_light/death2.flac","CC Sampling Plus 1.0","bennychico11","Bas"
"sound/player/human_light/death3.flac"
"sound/player/human_light/fall1.flac","CC Sampling Plus 1.0","bennychico11","Bas"
"sound/player/human_light/jump1.flac","CC BY-SA 3.0","Bradley Torrison","Bas"
"sound/player/human_light/pain100_1.flac","CC Sampling Plus 1.0","bennychico11","Bas"
"sound/player/human_light/pain25_1.flac","CC Sampling Plus 1.0","bennychico11","Bas"
"sound/player/human_light/pain50_1.flac","CC Sampling Plus 1.0","bennychico11","Bas"
"sound/player/human_light/pain75_1.flac","CC Sampling Plus 1.0","bennychico11","Bas"
"sound/player/human_light/step1.flac","CC BY-SA 3.0","Bradley Torrison"
"sound/player/human_light/step2.flac","CC BY-SA 3.0","Bradley Torrison"
"sound/player/human_light/step3.flac","CC BY-SA 3.0","Bradley Torrison"
"sound/player/human_light/step4.flac","CC BY-SA 3.0","Bradley Torrison"
"sound/player/human_light/taunt.flac","CC BY-SA 3.0","Freezway"
"sound/player/human_medium/clank1.flac"
"sound/player/human_medium/clank2.flac"
"sound/player/human_medium/clank3.flac"
"sound/player/human_medium/clank4.flac"
"sound/player/human_medium/death1.flac","CC Sampling Plus 1.0","bennychico11","Bas"
"sound/player/human_medium/death2.flac","CC Sampling Plus 1.0","bennychico11","Bas"
"sound/player/human_medium/death3.flac"
"sound/player/human_medium/fall1.flac","CC Sampling Plus 1.0","bennychico11","Bas"
"sound/player/human_medium/jump1.flac","CC BY-SA 3.0","Bradley Torrison","Bas"
"sound/player/human_medium/pain100_1.flac","CC Sampling Plus 1.0","bennychico11","Bas"
"sound/player/human_medium/pain25_1.flac","CC Sampling Plus 1.0","bennychico11","Bas"
"sound/player/human_medium/pain50_1.flac","CC Sampling Plus 1.0","bennychico11","Bas"
"sound/player/human_medium/pain75_1.flac","CC Sampling Plus 1.0","bennychico11","Bas"
"sound/player/human_medium/step1.flac","CC BY-SA 3.0","Bradley Torrison"
"sound/player/human_medium/step2.flac","CC BY-SA 3.0","Bradley Torrison"
"sound/player/human_medium/step3.flac","CC BY-SA 3.0","Bradley Torrison"
"sound/player/human_medium/step4.flac","CC BY-SA 3.0","Bradley Torrison"
"sound/player/human_medium/taunt.flac","CC BY-SA 3.0","Freezway"
"sound/player/human_naked/clank1.flac"
"sound/player/human_naked/clank2.flac"
"sound/player/human_naked/clank3.flac"
"sound/player/human_naked/clank4.flac"
"sound/player/human_naked/death1.flac","CC Sampling Plus 1.0","bennychico11","Bas"
"sound/player/human_naked/death2.flac","CC Sampling Plus 1.0","bennychico11","Bas"
"sound/player/human_naked/death3.flac"
"sound/player/human_naked/fall1.flac","CC Sampling Plus 1.0","bennychico11","Bas"
"sound/player/human_naked/jump1.flac","CC BY-SA 3.0","Bradley Torrison","Bas"
"sound/player/human_naked/pain100_1.flac","CC Sampling Plus 1.0","bennychico11","Bas"
"sound/player/human_naked/pain25_1.flac","CC Sampling Plus 1.0","bennychico11","Bas"
"sound/player/human_naked/pain50_1.flac","CC Sampling Plus 1.0","bennychico11","Bas"
"sound/player/human_naked/pain75_1.flac","CC Sampling Plus 1.0","bennychico11","Bas"
"sound/player/human_naked/step1.flac","CC BY-SA 3.0","Bradley Torrison"
"sound/player/human_naked/step2.flac","CC BY-SA 3.0","Bradley Torrison"
"sound/player/human_naked/step3.flac","CC BY-SA 3.0","Bradley Torrison"
"sound/player/human_naked/step4.flac","CC BY-SA 3.0","Bradley Torrison"
"sound/player/human_naked/taunt.flac","CC BY-SA 3.0","Freezway"
"sound/player/human_bsuit/clank1.flac","CC Sampling Plus 1.0","toiletrolltube"
"sound/player/human_bsuit/clank2.flac","CC Sampling Plus 1.0","toiletrolltube"
"sound/player/human_bsuit/clank3.flac","CC Sampling Plus 1.0","toiletrolltube"
"sound/player/human_bsuit/clank4.flac","CC Sampling Plus 1.0","toiletrolltube"
"sound/player/human_bsuit/death1.flac","CC Sampling Plus 1.0","bennychico11","Bas"
"sound/player/human_bsuit/death2.flac","CC Sampling Plus 1.0","bennychico11","Bas"
"sound/player/human_bsuit/death3.flac"
"sound/player/human_bsuit/fall1.flac","CC Sampling Plus 1.0","bennychico11","Bas"
"sound/player/human_bsuit/jump1.flac","CC Sampling Plus 1.0","Jaypee"
"sound/player/human_bsuit/pain100_1.flac","CC BY-SA 3.0","Bradley Torrison"
"sound/player/human_bsuit/pain25_1.flac","CC BY-SA 3.0","Bradley Torrison"
"sound/player/human_bsuit/pain50_1.flac","CC BY-SA 3.0","Bradley Torrison"
"sound/player/human_bsuit/pain75_1.flac","CC BY-SA 3.0","Bradley Torrison"
"sound/player/human_bsuit/step1.flac","CC BY-SA 3.0","Bradley Torrison"
"sound/player/human_bsuit/step2.flac","CC BY-SA 3.0","Bradley Torrison"
"sound/player/human_bsuit/step3.flac","CC BY-SA 3.0","Bradley Torrison"
"sound/player/human_bsuit/step4.flac","CC BY-SA 3.0","Bradley Torrison"
"sound/player/human_bsuit/taunt.flac","CC BY-SA 3.0","freezway"
"sound/player/land1.flac","CC Sampling Plus 1.0","J.Zazvurek","Zach “Kiwi” Lawrence"
"sound/player/level0/death1.flac","CC BY-SA 3.0","Brandon Morris"
"sound/player/level0/death2.flac","CC BY-SA 3.0","Brandon Morris"
"sound/player/level0/death3.flac","CC BY-SA 3.0","Brandon Morris"
"sound/player/level0/drown.flac","CC BY-SA 3.0","Brandon Morris"
"sound/player/level0/gasp.flac","CC BY-SA 3.0","Brandon Morris"
"sound/player/level0/jump1.flac","CC BY-SA 3.0","Brandon Morris"
"sound/player/level0/pain100_1.flac","CC BY-SA 3.0","Brandon Morris"
"sound/player/level0/pain25_1.flac","CC BY-SA 3.0","Brandon Morris"
"sound/player/level0/pain50_1.flac","CC Sampling Plus 1.0","volivieri"
"sound/player/level0/pain75_1.flac","CC BY-SA 3.0","Brandon Morris"
"sound/player/level0/taunt.flac","CC BY-SA 3.0","Brandon Morris"
"sound/player/level1/death1.flac","CC BY-SA 3.0","Brandon Morris"
"sound/player/level1/death2.flac","CC BY-SA 3.0","Brandon Morris"
"sound/player/level1/death3.flac","CC BY-SA 3.0","Brandon Morris"
"sound/player/level1/grab.flac","CC BY-SA 3.0","Brandon Morris"
"sound/player/level1/jump1.flac","CC BY-SA 3.0","Brandon Morris"
"sound/player/level1/pain100_1.flac","CC BY-SA 3.0","Brandon Morris"
"sound/player/level1/pain25_1.flac","CC BY-SA 3.0","Brandon Morris"
"sound/player/level1/pain50_1.flac","CC BY-SA 3.0","Brandon Morris"
"sound/player/level1/pain75_1.flac","CC BY-SA 3.0","Brandon Morris"
"sound/player/level1/taunt.flac","CC BY-SA 3.0","Brandon Morris"
"sound/player/level2/death1.flac","CC BY-SA 3.0","Brandon Morris"
"sound/player/level2/death2.flac","CC BY-SA 3.0","Brandon Morris"
"sound/player/level2/death3.flac","CC BY-SA 3.0","Brandon Morris"
"sound/player/level2/jump1.flac","CC BY-SA 3.0","Brandon Morris"
"sound/player/level2/pain100_1.flac","CC BY-SA 3.0","Brandon Morris"
"sound/player/level2/pain25_1.flac","CC BY-SA 3.0","Brandon Morris"
"sound/player/level2/pain50_1.flac","CC BY-SA 3.0","Brandon Morris"
"sound/player/level2/pain75_1.flac","CC BY-SA 3.0","Brandon Morris"
"sound/player/level2/taunt.flac","CC BY-SA 3.0","Brandon Morris"
"sound/player/level3/death1.flac","CC BY-SA 3.0","freezway"
"sound/player/level3/death2.flac","CC BY-SA 3.0","freezway"
"sound/player/level3/death3.flac","CC BY-SA 3.0","freezway"
"sound/player/level3/jump1.flac","CC BY-SA 3.0","freezway"
"sound/player/level3/pain100_1.flac","CC BY-SA 3.0","freezway","Zach “Kiwi” Lawrence"
"sound/player/level3/pain25_1.flac","CC BY-SA 3.0","freezway","Zach “Kiwi” Lawrence"
"sound/player/level3/pain50_1.flac","CC BY-SA 3.0","freezway","Zach “Kiwi” Lawrence"
"sound/player/level3/pain75_1.flac","CC BY-SA 3.0","freezway","Zach “Kiwi” Lawrence"
"sound/player/level3/taunt.flac","CC BY-SA 3.0","freezway"
"sound/player/level4/charge_prepare.flac","CC BY-SA 3.0","Brandon Morris"
"sound/player/level4/death1.flac","CC BY-SA 3.0","Brandon Morris"
"sound/player/level4/death2.flac","CC BY-SA 3.0","Brandon Morris"
"sound/player/level4/death3.flac","CC BY-SA 3.0","Brandon Morris"
"sound/player/level4/jump1.flac","CC Sampling Plus 1.0","oscillator"
"sound/player/level4/pain100_1.flac","CC BY-SA 3.0","Brandon Morris"
"sound/player/level4/pain25_1.flac","CC BY-SA 3.0","Brandon Morris","Pazuzu"
"sound/player/level4/pain50_1.flac","CC BY-SA 3.0","Brandon Morris","Pazuzu"
"sound/player/level4/pain75_1.flac","CC BY-SA 3.0","Brandon Morris"
"sound/player/level4/taunt.flac","CC Sampling Plus 1.0","Sea Fury"
"sound/player/watr_in.flac","CC Sampling Plus 1.0","AGFX"
"sound/player/watr_out.flac","CC Sampling Plus 1.0","Goldy-sama"
"sound/player/watr_un.flac","CC Sampling Plus 1.0","AGFX"
"sound/ui/heartbeat.flac","CC BY-SA 3.0","Mike “Merancapeman” Mcquery"
"sound/upgrades/jetpack/hi.flac","CC BY-SA 3.0","Nathanshadow","Zach “Kiwi” Lawrence"
"sound/upgrades/jetpack/idle.flac","CC BY-SA 3.0","Nathanshadow","Zach “Kiwi” Lawrence"
"sound/upgrades/jetpack/low.flac","CC BY-SA 3.0","Nathanshadow","Zach “Kiwi” Lawrence"
"upgrades/medkit/medkit.flac"
"sound/weapons/change.flac","CC Sampling Plus 1.0","LAGtheNoggin","DeadMeat"
"sound/weapons/tracer.flac","CC Sampling Plus 1.0","junggle"
"sound/world/electro.flac","CC BY-SA 3.0","Victor W. Tong"
